IncidentID,Date,Tower,Repair Cost,Downtime,Cause,Asset,Failure mode,Effect
565,15/08/2016,9,23142,67,construction error,transformer,leakage,"Cost, downtime  and 200 ltr oil spilled into sea, 0,8 km2 lightly polluted."
566,16/08/2016,3,2577,47,ventilation error,generator,overheating (forced Shutdown),"Cost, downtime "
567,19/08/2016,17,7744,24,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
568,25/08/2016,1,1090794,304,Extreme weather,blade,edge crack,"Cost, downtime "
569,29/08/2016,7,7398,44,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
570,29/08/2016,19,44387,181,Wear,Cable,Short circuit,"Cost, downtime "
571,30/08/2016,9,2537,51,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
572,03/09/2016,17,2694,48,ventilation error,generator,overheating (forced Shutdown),"Cost, downtime "
573,10/09/2016,28,1500,71,market demand,vessel,Being unavailable,"Cost, downtime "
574,14/09/2016,35,5785,44,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
575,16/09/2016,23,2406,51,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
576,19/09/2016,21,8673,26,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
577,24/09/2016,34,6947,50,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
578,28/09/2016,8,2642,48,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
579,02/10/2016,26,2656,47,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
580,07/10/2016,8,67730,162,overload,gearbox,Tooth failure,"Cost, downtime "
581,12/10/2016,29,2531,50,ventilation error,generator,overheating (forced Shutdown),"Cost, downtime "
582,14/10/2016,5,2692,44,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
583,14/10/2016,34,3169,66,Extreme weather,tower,vibration (forced shutdown),"Cost, downtime "
584,20/10/2016,5,8002,25,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
585,20/10/2016,15,57670,160,Wear,Cable,Short circuit,"Cost, downtime "
586,27/10/2016,7,2506,50,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
587,30/10/2016,14,7396,48,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
588,01/11/2016,7,1500,0,slippery stair,personnel,falling,"Cost, downtime  and Long absence"
589,04/11/2016,2,3187352,4804,Brake system failure,rotor,extreme overspeed,"Cost, downtime  and Collapse filmed, international news media. Some 300 complaints. 5 km2 lightly polluted."
590,04/11/2016,13,2412,51,Voltage spike,generator,trip (forced shutdown),"Cost, downtime "
591,08/11/2016,32,7445,46,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
592,15/11/2016,31,41305,176,Wear,Cable,Short circuit,"Cost, downtime "
593,22/11/2016,5,5541,51,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
594,26/11/2016,12,2555,52,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
595,01/12/2016,16,2364,47,Voltage spike,generator,trip (forced shutdown),"Cost, downtime "
596,04/12/2016,6,2570,44,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
597,07/12/2016,16,2464,52,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
598,12/12/2016,13,6379,48,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
599,14/12/2016,7,2669,51,ventilation error,generator,overheating (forced Shutdown),"Cost, downtime "
600,21/12/2016,36,2532,44,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
601,27/12/2016,33,2446,50,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
602,01/01/2017,21,5955,49,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
603,08/01/2017,8,2472,51,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
604,12/01/2017,7,2443,45,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
605,14/01/2017,9,7168,46,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
606,20/01/2017,35,7957,22,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
607,24/01/2017,7,21379,72,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
608,27/01/2017,2,22930,77,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
609,02/02/2017,7,7989,23,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
610,08/02/2017,7,1500,78,market demand,vessel,Being unavailable,"Cost, downtime "
611,09/02/2017,7,6860,49,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
612,10/02/2017,31,2350,48,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
613,11/02/2017,5,2521,50,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
614,13/02/2017,19,2536,45,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
615,14/02/2017,7,2611,48,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
616,15/02/2017,8,6054,51,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
617,17/02/2017,33,1500,65,market demand,vessel,Being unavailable,"Cost, downtime "
618,23/02/2017,22,2583,48,ventilation error,generator,overheating (forced Shutdown),"Cost, downtime "
619,25/02/2017,33,2911,78,Extreme weather,tower,vibration (forced shutdown),"Cost, downtime "
620,02/03/2017,33,6402,23,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
621,07/03/2017,18,2436,46,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
622,08/03/2017,32,6542,46,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
623,10/03/2017,18,6864,50,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
624,14/03/2017,12,5963,52,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
625,19/03/2017,19,2885,71,Extreme weather,tower,vibration (forced shutdown),"Cost, downtime "
626,25/03/2017,14,2697,48,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
627,25/03/2017,2,2658,52,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
628,29/03/2017,19,2454,46,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
629,31/03/2017,27,7747,23,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
630,06/04/2017,12,2820,76,Extreme weather,tower,vibration (forced shutdown),"Cost, downtime "
631,13/04/2017,8,2440,44,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
632,17/04/2017,31,2641,50,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
633,22/04/2017,7,958985,323,Extreme weather,blade,edge crack,"Cost, downtime "
634,25/04/2017,14,2514,49,ventilation error,generator,overheating (forced Shutdown),"Cost, downtime "
635,25/04/2017,19,19748,66,construction error,transformer,leakage,"Cost, downtime  and 200 ltr oil spilled into sea, 0,8 km2 lightly polluted."
636,28/04/2017,6,62730,184,overload,gearbox,Tooth failure,"Cost, downtime "
637,03/05/2017,35,2658,51,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
638,07/05/2017,23,2799,71,Extreme weather,tower,vibration (forced shutdown),"Cost, downtime "
639,12/05/2017,11,2577,48,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
640,16/05/2017,16,2463,52,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
641,16/05/2017,4,6739,45,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
642,23/05/2017,26,3275842,4122,Brake system failure,rotor,extreme overspeed,"Cost, downtime  and Collapse filmed, international news media. Some 300 complaints. 5 km2 lightly polluted."
643,30/05/2017,12,7486,22,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
644,31/05/2017,19,6389,47,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
645,04/06/2017,28,20754,70,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
646,10/06/2017,3,2416,45,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
647,13/06/2017,29,2657,51,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
648,15/06/2017,33,2544,51,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
649,22/06/2017,16,7114,51,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
650,26/06/2017,15,2517,48,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
651,29/06/2017,28,17782,77,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
652,30/06/2017,28,65493,166,overload,gearbox,Tooth failure,"Cost, downtime "
653,07/07/2017,35,2489,50,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
654,12/07/2017,2,19648,72,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
655,14/07/2017,7,24668,76,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
656,15/07/2017,4,2352,44,ventilation error,generator,overheating (forced Shutdown),"Cost, downtime "
657,19/07/2017,26,22878,67,construction error,transformer,leakage,"Cost, downtime  and 200 ltr oil spilled into sea, 0,8 km2 lightly polluted."
658,21/07/2017,7,59939,161,overload,gearbox,Tooth failure,"Cost, downtime "
659,21/07/2017,34,2468,46,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
660,23/07/2017,14,7602,23,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
661,27/07/2017,24,6451,23,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
662,27/07/2017,32,2351,50,ventilation error,generator,overheating (forced Shutdown),"Cost, downtime "
663,31/07/2017,18,2665,45,Voltage spike,generator,trip (forced shutdown),"Cost, downtime "
664,07/08/2017,28,2338,49,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
665,13/08/2017,1,1026322,623,Collision with flock of birds,Blade,Rupture,"Cost, downtime  and Collision filmed, national news media; 80 complaints.  "
666,19/08/2017,13,24006,79,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
667,21/08/2017,12,2572,52,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
668,25/08/2017,4,19050,66,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
669,27/08/2017,7,2417,48,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
670,02/09/2017,1,23293,77,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
671,02/09/2017,4,1500,0,slippery stair,personnel,falling,"Cost, downtime  and Long absence"
672,07/09/2017,7,7692,26,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
673,11/09/2017,27,2601,50,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
674,16/09/2017,4,2541,53,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
675,21/09/2017,20,7227,44,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
676,26/09/2017,1,2367,47,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
677,27/09/2017,11,7337,46,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
678,02/10/2017,17,19395,76,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
679,05/10/2017,15,70681,728,Corrosion,tower,loss of strength,"Cost, downtime "
680,07/10/2017,7,5726,49,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
681,12/10/2017,7,989610,366,Extreme weather,blade,edge crack,"Cost, downtime "
682,17/10/2017,7,78604,184,overload,gearbox,Tooth failure,"Cost, downtime "
683,22/10/2017,12,21759,72,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
684,26/10/2017,16,2362,49,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
685,30/10/2017,27,2633,49,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
686,05/11/2017,28,2571,43,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
687,09/11/2017,33,1500,0,slippery stair,personnel,falling,"Cost, downtime  and Long absence"
688,10/11/2017,3,64245,152,overload,gearbox,Tooth failure,"Cost, downtime "
689,11/11/2017,23,2936,65,Extreme weather,tower,vibration (forced shutdown),"Cost, downtime "
690,15/11/2017,1,2461,46,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
691,20/11/2017,16,19627,65,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
692,22/11/2017,12,782368,678,Collision with flock of birds,Blade,Rupture,"Cost, downtime  and Collision filmed, national news media; 80 complaints.  "
693,25/11/2017,28,1500,70,market demand,vessel,Being unavailable,"Cost, downtime "
694,26/11/2017,29,2453,44,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
695,01/12/2017,28,2558,43,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
696,03/12/2017,34,23199,75,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
697,09/12/2017,17,5854,46,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
698,12/12/2017,34,2587,50,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
699,18/12/2017,3,5816,51,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
700,18/12/2017,24,2487,52,Voltage spike,generator,trip (forced shutdown),"Cost, downtime "
701,20/12/2017,25,82481,153,overload,gearbox,Tooth failure,"Cost, downtime "
702,23/12/2017,31,7553,26,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
703,25/12/2017,4,2380,52,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
704,29/12/2017,7,2541,48,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
705,31/12/2017,7,287494,732,Extreme weather,substructure,crack,"Cost, downtime "
706,02/01/2018,26,6779,49,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
707,06/01/2018,4,6137,44,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
708,09/01/2018,33,2378,50,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
709,10/01/2018,11,2648,44,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
710,17/01/2018,31,22203,71,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
711,21/01/2018,35,76799,175,overload,gearbox,Tooth failure,"Cost, downtime "
712,24/01/2018,7,2378,52,ventilation error,generator,overheating (forced Shutdown),"Cost, downtime "
713,24/01/2018,36,2435,48,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
714,31/01/2018,6,2606,51,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
715,01/02/2018,35,2449,47,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
716,04/02/2018,22,23472,66,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
717,09/02/2018,18,2381,51,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
718,13/02/2018,36,2661,46,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
719,18/02/2018,7,25190,76,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
720,22/02/2018,16,2612,49,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
721,25/02/2018,12,1048341,640,Collision with flock of birds,Blade,Rupture,"Cost, downtime  and Collision filmed, national news media; 80 complaints.  "
722,25/02/2018,10,2608,49,ventilation error,generator,overheating (forced Shutdown),"Cost, downtime "
723,01/03/2018,36,7427,48,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
724,06/03/2018,5,7157,46,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
725,08/03/2018,21,2664,45,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
726,09/03/2018,3,18458,67,construction error,transformer,leakage,"Cost, downtime  and 200 ltr oil spilled into sea, 0,8 km2 lightly polluted."
727,13/03/2018,27,22107,72,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
728,13/03/2018,14,803104,349,Extreme weather,blade,edge crack,"Cost, downtime "
729,15/03/2018,25,2397,53,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
730,21/03/2018,15,3242,77,Extreme weather,tower,vibration (forced shutdown),"Cost, downtime "
731,23/03/2018,31,19462,67,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
732,26/03/2018,19,2642,49,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
733,31/03/2018,33,2392,45,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
734,07/04/2018,6,6931,51,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
735,09/04/2018,7,1500,67,market demand,vessel,Being unavailable,"Cost, downtime "
736,14/04/2018,29,2654,50,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
737,21/04/2018,15,2618,45,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
738,24/04/2018,4,7498,22,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
739,25/04/2018,6,2457,48,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
740,28/04/2018,31,2476,49,Voltage spike,generator,trip (forced shutdown),"Cost, downtime "
741,01/05/2018,10,2317,49,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
742,07/05/2018,36,2499,49,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
743,09/05/2018,5,1500,0,slippery stair,personnel,falling,"Cost, downtime  and Long absence"
744,16/05/2018,7,2404,49,ventilation error,generator,overheating (forced Shutdown),"Cost, downtime "
745,21/05/2018,2,2420,49,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
746,26/05/2018,29,6428,53,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
747,29/05/2018,28,5680,53,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
748,04/06/2018,33,8470,22,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
749,06/06/2018,28,69637,179,overload,gearbox,Tooth failure,"Cost, downtime "
750,13/06/2018,20,2341,52,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
751,14/06/2018,36,8400,24,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
752,21/06/2018,17,2437,48,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
753,26/06/2018,34,60129,184,overload,gearbox,Tooth failure,"Cost, downtime "
754,28/06/2018,19,7072,45,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
755,04/07/2018,24,2318,52,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
756,11/07/2018,7,81248,175,overload,gearbox,Tooth failure,"Cost, downtime "
757,11/07/2018,22,2645,47,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
758,13/07/2018,18,2498,48,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
759,18/07/2018,7,23403,73,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
760,20/07/2018,15,324705,655,Extreme weather,substructure,crack,"Cost, downtime "
761,27/07/2018,20,2369,46,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
762,30/07/2018,11,1500,71,market demand,vessel,Being unavailable,"Cost, downtime "
763,05/08/2018,2,2489,46,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
764,09/08/2018,13,2404,47,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
765,15/08/2018,10,2433,48,ventilation error,generator,overheating (forced Shutdown),"Cost, downtime "
766,15/08/2018,27,936836,334,Extreme weather,blade,edge crack,"Cost, downtime "
767,21/08/2018,3,6384,23,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
768,24/08/2018,4,2631,44,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
769,31/08/2018,20,862352,329,Extreme weather,blade,edge crack,"Cost, downtime "
770,04/09/2018,19,24192,69,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
771,09/09/2018,2,3068,75,Extreme weather,tower,vibration (forced shutdown),"Cost, downtime "
772,10/09/2018,19,2622,48,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
773,12/09/2018,29,2830,68,Extreme weather,tower,vibration (forced shutdown),"Cost, downtime "
774,13/09/2018,29,2350,52,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
775,19/09/2018,23,5893,44,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
776,21/09/2018,9,2585,46,Voltage spike,generator,trip (forced shutdown),"Cost, downtime "
777,25/09/2018,8,7035,47,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
778,29/09/2018,18,48152,174,Wear,Cable,Short circuit,"Cost, downtime "
779,04/10/2018,7,65225,170,overload,gearbox,Tooth failure,"Cost, downtime "
780,05/10/2018,35,82579,722,Corrosion,tower,loss of strength,"Cost, downtime "
781,10/10/2018,2,61997,164,overload,gearbox,Tooth failure,"Cost, downtime "
782,17/10/2018,15,2474,47,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
783,19/10/2018,36,2467,49,Voltage spike,generator,trip (forced shutdown),"Cost, downtime "
784,23/10/2018,9,6947,25,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
785,29/10/2018,11,2507,46,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
786,04/11/2018,5,18365,66,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
787,07/11/2018,31,2316,53,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
788,13/11/2018,14,1059105,629,Collision with flock of birds,Blade,Rupture,"Cost, downtime  and Collision filmed, national news media; 80 complaints.  "
789,13/11/2018,14,5911,50,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
790,16/11/2018,7,2565,51,Voltage spike,generator,trip (forced shutdown),"Cost, downtime "
791,19/11/2018,3,5824,44,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
792,22/11/2018,7,7241,48,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
793,25/11/2018,7,5996,47,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
794,26/11/2018,2,80670,167,overload,gearbox,Tooth failure,"Cost, downtime "
795,26/11/2018,34,2450,49,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
796,28/11/2018,30,2536,51,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
797,03/12/2018,18,24664,75,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
798,09/12/2018,22,7331,45,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
799,11/12/2018,21,6808,46,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
800,18/12/2018,7,2637,48,ventilation error,generator,overheating (forced Shutdown),"Cost, downtime "
801,19/12/2018,18,6489,26,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
802,21/12/2018,18,6116,47,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
803,27/12/2018,3,6528,45,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
804,31/12/2018,23,5890,47,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
805,06/01/2019,10,2370,51,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
806,06/01/2019,7,6749,51,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
807,13/01/2019,14,2455,47,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
808,17/01/2019,23,3279,76,Extreme weather,tower,vibration (forced shutdown),"Cost, downtime "
809,23/01/2019,28,2309,44,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
810,30/01/2019,28,2427,51,ventilation error,generator,overheating (forced Shutdown),"Cost, downtime "
811,04/02/2019,11,2409,49,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
812,09/02/2019,15,2517,51,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
813,16/02/2019,29,5878,44,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
814,20/02/2019,19,6421,23,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
815,24/02/2019,1,997715,731,Collision with flock of birds,Blade,Rupture,"Cost, downtime  and Collision filmed, national news media; 80 complaints.  "
816,27/02/2019,2,2688,49,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
817,03/03/2019,23,2493,48,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
818,04/03/2019,12,2457,47,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
819,06/03/2019,29,21337,78,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
820,08/03/2019,10,1500,79,market demand,vessel,Being unavailable,"Cost, downtime "
821,10/03/2019,18,1036342,707,Collision with flock of birds,Blade,Rupture,"Cost, downtime  and Collision filmed, national news media; 80 complaints.  "
822,14/03/2019,31,23751,72,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
823,16/03/2019,35,2652,52,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
824,21/03/2019,24,2319,52,ventilation error,generator,overheating (forced Shutdown),"Cost, downtime "
825,24/03/2019,21,2601,48,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
826,31/03/2019,34,1500,0,slippery stair,personnel,falling,"Cost, downtime  and Long absence"
827,31/03/2019,28,6455,49,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
828,03/04/2019,18,2601,52,ventilation error,generator,overheating (forced Shutdown),"Cost, downtime "
829,08/04/2019,2,7989,24,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
830,09/04/2019,23,2394,49,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
831,09/04/2019,19,2480,44,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
832,13/04/2019,9,2433,51,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
833,13/04/2019,14,957458,705,Collision with flock of birds,Blade,Rupture,"Cost, downtime  and Collision filmed, national news media; 80 complaints.  "
834,15/04/2019,14,2528,47,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
835,20/04/2019,17,2551,45,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
836,22/04/2019,28,7544,26,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
837,24/04/2019,13,2579,53,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
838,28/04/2019,7,2361,52,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
839,03/05/2019,7,8432,22,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
840,03/05/2019,13,71123,151,overload,gearbox,Tooth failure,"Cost, downtime "
841,08/05/2019,20,20276,78,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
842,11/05/2019,33,335885,671,Extreme weather,substructure,crack,"Cost, downtime "
843,15/05/2019,24,2621,47,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
844,20/05/2019,1,24169,67,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
845,23/05/2019,24,2465,50,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
846,23/05/2019,26,2344,44,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
847,24/05/2019,30,21634,72,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
848,26/05/2019,30,24302,70,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
849,27/05/2019,31,5924,49,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
